Dataset,SiteCode,POC,Date,Latitude,Longitude,Elevation,State,ALf_Val,ammNO3f_Val,ammSO4f_Val,ASf_Val,BRf_Val,CAf_Val,EC1f_Val,EC2f_Val,EC3f_Val,ECf_Val,OC1f_Val,OC2f_Val,OC3f_Val,OC4f_Val,OMCf_Val,OPf_Val,OPTf_Val,OCf_Val,TCf_Val,CHLf_Val,CLf_Val,CRf_Val,CUf_Val,fAbs_Val,RefF_405_Val,RefF_445_Val,RefF_532_Val,RefF_635_Val,RefF_780_Val,RefF_808_Val,RefF_980_Val,TransF_405_Val,TransF_445_Val,TransF_532_Val,TransF_635_Val,TransF_780_Val,TransF_808_Val,TransF_980_Val,FlowRate_Val,RefI_405_Val,RefI_445_Val,RefI_532_Val,RefI_635_Val,RefI_780_Val,RefI_808_Val,RefI_980_Val,TransI_405_Val,TransI_445_Val,TransI_532_Val,TransI_635_Val,TransI_780_Val,TransI_808_Val,TransI_980_Val,FEf_Val,PBf_Val,MGf_Val,MNf_Val,MT_Val,RCTM_Val,MF_Val,CM_calculated_Val,RCFM_Val,RefM_405_Val,RefM_445_Val,RefM_532_Val,RefM_635_Val,RefM_780_Val,RefM_808_Val,RefM_980_Val,TransM_405_Val,TransM_445_Val,TransM_532_Val,TransM_635_Val,TransM_780_Val,TransM_808_Val,TransM_980_Val,NIf_Val,NO3f_Val,N2f_Val,OP405TR_Val,OP445TR_Val,OP532TR_Val,OP780TR_Val,OP808TR_Val,OP980TR_Val,OP405TT_Val,OP445TT_Val,OP532TT_Val,OP780TT_Val,OP808TT_Val,OP980TT_Val,Pf_Val,Kf_Val,RBf_Val,SampDur_Val,SeaSaltf_Val,SEf_Val,SIf_Val,NAf_Val,SOILf_Val,SRf_Val,SO4f_Val,Sf_Val,TIf_Val,Vf_Val,ZNf_Val,ZRf_Val
IMPAER,MOOS1,1,08/13/2023,45.1259,-67.2661,77.75,ME,0.00227,0.1528,0.81403,0.00009,0.00148,0.00804,0.39969,0.04852,0,0.17714,0.0165,0.19752,0.44238,0.2682,2.15219,0.27106,0.35996,1.19566,1.3728,0.11878,0.00187,-0.00003,0.00029,1.24,192.31,535.23,827.3,626.03,636.54,619.12,807.14,74.4,177.92,263.26,205.59,178.93,142.05,34.74,21.3475,156.3,442.96,703.97,566.91,579.42,554.66,730.56,42.14,112.51,184.9,162.56,144.83,115.85,28.5,0.00549,0.00031,0.02026,0.00031,7.49255,6.40667,4.64343,2.84912,3.55755,118.94,328.64,535.19,441.88,462.13,446.97,614.54,1.88,7.56,18.35,25.67,37.31,31.37,11.11,0.00018,0.11845,-0.00036,0.28455,0.28582,0.29746,0.27818,0.25761,0.27249,0.38453,0.38138,0.37608,0.34344,0.34284,0.32418,0.00498,0.02925,-0.00017,1440,0.2138,0.00028,0.00627,0.12212,0.04758,-0.00001,0.59202,0.22477,0.0003,0.00041,0.00213,0.00054
IMPAER,MOOS1,1,08/16/2023,45.1259,-67.2661,77.75,ME,0.00668,0.07074,0.85865,0,0.00082,0.00302,0.3278,0.0493,0,0.07419,0.07396,0.21772,0.49586,0.18835,2.30184,0.30291,0.35473,1.2788,1.35299,0.00818,0.00049,-0.00003,0.00005,0.88,40.37,321.53,114.55,443.28,130.93,290.04,331.52,32.38,232.29,61.05,310.4,84.08,35.23,43.23,21.6125,35.48,280.84,105.05,405.54,121.51,265.02,308.91,22.52,170.4,49.74,263.2,74.54,31.3,38.54,0.00373,0.00022,0.00301,0.00023,6.32442,5.98884,3.70273,2.62169,3.36715,26.51,210.56,87.78,324.21,100.62,231.89,265.37,0.28,8.47,3.96,40.22,18.92,12.75,15.37,0.0002,0.05484,0.00069,0.32769,0.32259,0.32029,0.28635,0.24847,0.26676,0.36878,0.36598,0.36205,0.33464,0.31847,0.3215,0.00199,0.01913,-0.00011,1440,0.01472,0.00009,0.00685,0.01362,0.047,-0.00005,0.62447,0.24943,0.00067,0.00019,0.00124,-0.00031
IMPAER,MOOS1,1,08/19/2023,45.1259,-67.2661,77.75,ME,0.00062,0.17875,0.25649,0,0.00075,0.00789,0.17528,-0.00157,0,0.03846,-0.01895,0.17043,0.43044,0.19122,1.6351,0.13525,0.15881,0.90839,0.94685,0.16684,0.06286,0.00002,0.00011,0.58,36.57,52.61,332.71,502.94,297.83,301.74,303.2,23.94,34.85,211.43,304.9,175.07,119.31,31.84,21.5025,33.14,47.25,312.33,477.34,281.41,287.5,298.01,17.87,27.36,180.73,274.64,157.43,107.58,29.36,0.00314,-0.00005,0.02468,0.00024,5.18967,4.89886,2.73199,2.45768,2.44118,25.3,32.54,232.12,360.97,222.48,248.21,252.42,2.52,5.28,50.21,99.67,77.65,54.64,18.35,0.00006,0.13857,-0.00106,0.13151,0.13804,0.14359,0.12825,0.10931,0.11168,0.16017,0.16017,0.16145,0.14949,0.1529,0.13804,0.00343,0.01956,0.00003,1440,0.30031,0.00002,0.00387,0.13696,0.03206,0.00018,0.18654,0.07523,0.00031,0.00009,0.00126,-0.00053
IMPAER,MOOS1,1,08/22/2023,45.1259,-67.2661,77.75,ME,0.00003,0.00134,-0.00928,0,0,-0.00009,-0.00007,-0.00703,0,-0.0071,-0.00109,-0.00404,-0.00528,-0.00594,-0.02943,0,-0.0068,-0.01634,-0.02344,-0.00091,-0.00001,-0.00002,-0.00009,0.01,132.05,233.22,489.59,329.41,801.99,874.32,514.26,54.82,183.49,441.62,282,476.87,510.16,57.48,21.3675,128.6,231.06,477.55,341.63,809.48,873.05,511.62,54.55,185.83,442.25,299.02,474.67,527.16,57.99,-0.00025,-0.00016,0.00056,0,0.28994,-0.03878,0.27809,0.01185,-0.05063,124.78,228.92,473.67,328.18,788.77,869.95,510.07,48.11,171.91,413.01,276.49,459.81,494.2,53.44,-0.00003,0.00104,0.00066,0,0,0,0,0,0,-0.00722,-0.0068,-0.0068,-0.00049,-0.00049,0.00227,0.00004,0.00008,-0.00011,1425,-0.00164,-0.00006,-0.00148,0.00237,-0.00453,0.00001,-0.00675,0,-0.00008,0,-0.00001,-0.00045
IMPAER,MOOS1,1,08/25/2023,45.1259,-67.2661,77.75,ME,0.0085,0.11972,0.37854,0,0.00137,0.00526,0.26127,0.0321,0,0.11328,0.0148,0.17738,0.40332,0.16613,1.6951,0.18009,0.24413,0.94172,1.055,0.06949,0.00074,0.00005,0.00017,0.86,105.24,417.03,585.58,546.04,296.65,150.54,240.06,38.1,274.83,242.57,299.63,119.13,70.73,25.65,21.3175,96.25,374.71,554.14,510.78,278.5,141.5,226.83,27.01,206.05,201.42,259.39,106.58,62.67,23,0.00622,0.00002,0.00865,0.00038,4.59816,4.34359,2.7676,1.83056,2.51303,83.98,295.92,477.06,415.04,248.7,122.71,200.78,2.17,33.55,47.54,85.81,48.08,28.96,12.41,0.00013,0.09281,0.00248,0.17524,0.19451,0.18093,0.13181,0.15025,0.14148,0.25654,0.2516,0.25051,0.23528,0.22916,0.22081,0.00039,0.01399,0.00002,1440,0.12508,0.00028,0.01519,0.07608,0.08131,-0.00005,0.2753,0.11724,0.0006,0.00054,0.00074,0.00002
IMPAER,MOOS1,1,08/28/2023,45.1259,-67.2661,77.75,ME,0.0033,0.05636,0.32476,0,0.00052,0.00255,0.21076,0.04923,0,0.04318,-0.00838,0.16857,0.48919,0.10154,1.74191,0.21681,0.22816,0.96774,1.01092,0.00969,0.00048,-0.00005,0.00014,0.52,64.37,135.52,95.7,495.12,465.25,191.53,163.61,37.43,44.6,61.96,144.43,238.73,90.46,15.66,21.665,59.02,129.32,89.61,508.99,444.76,184.35,160.28,26.92,34.92,52.43,131.61,213.34,81.14,14.31,0.00193,0.00006,0.00304,0.00077,5.01821,4.66172,2.56283,2.45538,2.20634,43.62,110.69,67.53,448.35,368.38,154.2,142.78,1.93,4.19,10.55,39.33,94.04,35.55,6.47,0.00003,0.04369,0.00084,0.18489,0.18707,0.18026,0.15959,0.16484,0.14219,0.23331,0.23213,0.22978,0.20528,0.20325,0.19307,0.00143,0.05519,0.00018,1440,0.01744,0.00005,0.00264,0.01383,0.02268,0.0001,0.23619,0.11498,0.00001,0.00012,0.00195,0.0004
IMPAER,MOOS1,1,08/31/2023,45.1259,-67.2661,77.75,ME,0.00745,0.0184,0.27096,0,0.00047,0.00361,0.22447,0.03495,0,0.07313,-0.00001,0.08459,0.33686,0.12465,1.31828,0.18629,0.24166,0.73238,0.80551,0.01011,0.00038,-0.00002,0.00025,0.49,38.4,304.35,113.97,412.1,123.89,267.12,326.52,34.74,248.73,69.98,333.39,89.47,36.51,47.44,21.41,34.99,277.03,109.72,398.43,117.51,251,302.05,27.81,205.15,61.86,303.24,83.28,33.18,42.19,0.00792,0.00014,0.00214,0.00135,5.85303,5.53229,2.09455,3.75848,1.77381,24.59,205.74,91.49,321.9,97.88,225.61,275.06,4.79,54.26,21.33,139.86,48.14,23.7,30.73,-0.00003,0.01426,-0.00236,0.21841,0.21,0.21123,0.19251,0.15062,0.13435,0.25447,0.25144,0.24926,0.23567,0.193,0.21123,0.00287,0.0229,0.00007,1440,0.0182,0.00003,0.01302,0.0035,0.07485,0.00009,0.19706,0.09399,0.00051,0,0.00072,-0.00024
IMPAER,PACK1,1,06/01/2018,42.8619,-71.8786,695,NH,0.00553,0.14982,0.51822,0,0.00076,0.00149,0.15903,0.0313,0,0.07862,-0.01081,0.06933,0.15246,0.06164,0.69179,0.11171,0.14567,0.38433,0.46294,0.02005,0.00017,0.00006,0.0001,0.97,91.71,149.79,145.99,229.96,204.01,195.27,242.29,48.42,194.64,168.69,193.43,178.16,161.54,32.28,20.9475,81.35,132.59,130.77,222.5,195.08,178.96,231.27,32.41,143.42,131.84,168.36,155.73,137.21,27.55,0.00347,0.00054,0.0005,0.00002,3.21469,3.17274,1.557,1.65769,1.51505,76.89,113.08,115.28,206.39,178.23,166.03,225.15,7.59,42.67,51.94,83,95.11,85.94,20.15,0.0001,0.11614,0.00106,0.07353,0.11334,0.10071,0.11018,0.08697,0.05312,0.15362,0.14957,0.14888,0.13364,0.12942,0.10809,0.00081,0.0089,0.00002,1440,0.03609,0.00003,0.00679,0.01778,0.0405,-0.00003,0.37689,0.13062,0.00031,0.00013,0.00064,0.00051
IMPAER,PACK1,1,06/04/2018,42.8619,-71.8786,695,NH,-0.00018,0.01206,0.01572,0,-0.00004,-0.00027,0.00006,0.01618,0,0.01554,-0.01658,0.00526,0.03919,0.01618,0.08055,0.0007,0.01437,0.04475,0.06029,0.00974,0.00005,-0.00008,0.00003,0.19,472.8,606.93,609.4,168.07,298.22,400.22,625.68,157.47,425.48,480.9,108.76,138.86,239.29,54.01,20.5475,451.37,582.82,590.06,162.34,282.87,393.42,611.81,138.47,387.67,451.5,102.39,131.95,232.94,51.79,-0.0002,0.00002,0.00063,-0.00002,1.16226,0.98423,0.3169,0.84536,0.13887,443.28,572.45,584.67,159.06,281.37,388.72,600.46,118.07,342.49,415.56,94.2,125.98,220.13,49.4,0.00005,0.00935,0.00167,0.0007,0.00356,0.00054,0,0.0073,0,0.00762,0.00891,0.01164,0.01389,0.02231,0.00943,0.00006,0.00065,-0.00003,1440,0.01753,-0.00005,-0.00043,0,-0.00253,-0.00008,0.01143,0.00322,-0.00007,0,0.00013,-0.00055
IMPAER,PACK1,1,06/07/2018,42.8619,-71.8786,695,NH,0.00911,0.30877,0.64467,0,0.00119,0.00683,0.35312,0.06263,0,0.19657,-0.01207,0.18526,0.36699,0.2024,1.73117,0.21918,0.30523,0.96176,1.15833,0.00751,0.00146,0.00013,0.00061,2.34,41.12,537.49,262.18,202.14,272.82,414.37,430.28,20.08,316.55,122.22,130.14,130.69,171.7,36.45,20.89,32.58,422.57,206.83,172.06,232.21,357.86,387,9.11,163.07,69.74,91.46,95.69,125.76,28.36,0.01606,0.00187,0.00442,0.00033,9.84466,9.8035,3.05449,6.79017,3.01333,26.13,334.45,180.23,140.59,195.45,311.36,344.79,0,15.74,10.37,21.34,33.61,46.36,13.58,0.00016,0.23936,0.00363,0.23289,0.2276,0.18461,0.19722,0.18824,0.19183,0.33941,0.33271,0.31967,0.27983,0.27618,0.26264,0.00165,0.0146,0.00013,1440,0.01352,-0.00003,0.01876,0.01152,0.11863,0.00019,0.46885,0.16962,0.00097,0.00012,0.00205,-0.00017
IMPAER,PACK1,1,06/10/2018,42.8619,-71.8786,695,NH,0.02005,0.04905,0.36266,0.00007,0.00134,0.01225,0.14621,0.06859,0,0.12079,0.0009,0.10825,0.25161,0.12689,1.04699,0.09401,0.18115,0.58166,0.70246,0.00436,0.00032,-0.00005,0.00033,1.14,28.77,421.16,843.95,451.31,140.49,661.94,1164.57,26.58,506.19,431.72,221.26,96.56,485.6,144.13,21.0075,23.12,362.3,741.81,437.15,130.72,595.5,1068.47,17.16,371.57,324.43,188.91,83.41,420.65,123.61,0.01465,0.00075,0.00264,0.00015,8.44784,8.36483,1.87686,6.57098,1.79385,18.39,288.38,690.39,414.26,118.99,561.31,1016.42,2.35,80.99,101.4,78.39,46.11,241.3,86.72,0.00003,0.03802,0.00378,0.12271,0.13734,0.10198,0.0979,0.06649,0.03514,0.19103,0.19149,0.18436,0.15233,0.14679,0.12697,0.00068,0.01612,-0.00001,1440,0.00785,0.00008,0.04173,0,0.20652,0.00013,0.26375,0.10761,0.00159,0.0001,0.0016,0.00035
IMPAER,PACK1,1,06/13/2018,42.8619,-71.8786,695,NH,0.01808,0.6818,0.92445,0.00018,0.00192,0.01382,0.37308,0.07833,0,0.29384,0.04327,0.20546,0.42928,0.26324,1.97788,0.15757,0.27381,1.09882,1.39266,0.04306,0.00144,0.00027,0.00096,3.03,95.17,287.43,257.67,396.17,162.1,313.9,292.62,55.66,144.93,144.46,188.52,54.19,109.99,21.81,20.685,70.37,223.11,208.76,331.69,137.24,271.16,257.5,22.56,67.26,78.66,114.77,36.2,75,15.66,0.02384,0.00096,0.01551,0.00028,11.40119,12.0207,3.55444,7.84675,4.17392,57.11,185.57,171.94,284.22,120.49,233.69,235.01,1.66,6.9,11.53,25.33,11.93,25.4,7.49,0.00011,0.52853,0.00298,0.18072,0.1852,0.19791,0.1501,0.15997,0.12717,0.31725,0.30667,0.29841,0.25227,0.25069,0.22623,0,0.01944,-0.00004,1440,0.07751,0.00017,0.03811,0.10419,0.21844,0.00049,0.67233,0.24251,0.00183,0.00013,0.0023,0.00029
IMPAER,PACK1,1,06/16/2018,42.8619,-71.8786,695,NH,0.02114,0.04159,0.22421,0.00027,0.00064,0.01427,0.27129,0.0739,0,0.12904,0.04049,0.34128,0.65044,0.23609,2.67201,0.21615,0.27386,1.48445,1.61349,0.01077,0.00094,0.00012,0.00017,0.93,115.62,335.86,327.02,212.13,226.09,331.05,406.7,44.7,107.44,118.74,124.32,73.6,162.04,57.21,20.88,100.69,319.48,305.96,201.49,213.29,304.63,394.12,29.07,76.4,91.54,106.25,65.08,140.08,51.57,0.01624,-0.00003,0.00293,0.00056,8.00217,8.25008,3.08461,4.91756,3.33252,77.55,275.61,267.29,166.12,194.32,265.9,356.95,1.9,9.59,18.84,32.11,27.72,63.9,29,0.00009,0.03224,-0.00161,0.23355,0.26316,0.22121,0.14826,0.18038,0.1626,0.30399,0.30554,0.29301,0.2415,0.23841,0.22858,0.00024,0.02204,-0.00016,1440,0.01939,-0.00006,0.05351,0.01183,0.24629,0.00013,0.16306,0.07895,0.00205,0.00006,0.00145,0.0035
IMPAER,PACK1,1,06/19/2018,42.8619,-71.8786,695,NH,0.00928,0.06053,0.53071,0,0.00045,0.00893,0.16908,0.08204,0,0.10397,-0.01974,0.13729,0.42139,0.1729,1.54618,0.14715,0.21363,0.85899,0.96297,0.0102,0.00018,0.00013,0.00017,0.64,441.52,598.5,633.91,185.4,305.87,450.63,438.54,151.04,415.95,447.7,115.02,143.11,261.67,54.32,20.76,413.92,550.15,587.44,174.82,293.9,430.17,426.78,116.77,340.22,387.06,102.71,131.35,243.29,50.78,0.00851,0.00001,0.00456,0.00047,8.18021,8.38693,2.16771,6.0125,2.37443,378.83,443.8,495.64,154.21,267.05,387.64,392.39,17.27,67.37,111.4,40.95,69.21,134.15,33.78,-0.00006,0.04692,0.00567,0.14161,0.18552,0.1682,0.13973,0.13517,0.13687,0.22939,0.22642,0.22394,0.20662,0.20769,0.18228,0.00033,0.01549,0.00019,1440,0.01836,0.00011,0.02312,0.00498,0.11469,0.00004,0.38597,0.14071,0.0008,0.0001,0.00111,0.00001
IMPAER,PACK1,1,06/22/2018,42.8619,-71.8786,695,NH,0.03005,0.11373,0.38261,0.00011,0.00111,0.01271,0.2869,0.10072,0,0.20483,0.11686,0.28888,0.4999,0.21317,2.34288,0.18279,0.27613,1.3016,1.50644,0.012,0.0006,0.00018,0.00046,2.09,128.77,322.8,301.18,438.16,176.34,614.31,368.72,111.32,240.65,234.87,299.07,94.74,286.62,44.85,20.8425,103.07,266.85,260.81,389.94,156.97,556.84,336.24,55.32,139.38,156.74,221.25,72.42,223.38,35.64,0.02731,0.00084,0.00121,0.00104,8.97726,8.47527,3.89944,5.07782,3.39745,84.55,217.97,217.36,330.58,137.18,490.59,305.95,3.23,14.81,24.8,52.6,25.79,81.41,17.29,-0.00001,0.08816,0.00161,0.19722,0.19625,0.18057,0.15301,0.16763,0.11533,0.3278,0.31963,0.30929,0.24201,0.24636,0.20941,0,0.02234,0.00033,1440,0.0216,-0.00002,0.06994,0.01708,0.3318,-0.00001,0.27826,0.13126,0.00244,0.00007,0.00188,0.00009
IMPAER,PACK1,1,06/25/2018,42.8619,-71.8786,695,NH,0.01452,0.04033,0.48503,0.00031,0.00052,0.00587,0.22106,0.16294,0,0.29938,-0.01277,0.13742,0.25496,0.16761,1.13731,0.08462,0.1993,0.63184,0.9312,0.00517,-0.00003,0.0001,0.00004,2.81,94.31,284.61,258.12,390.86,161.26,308.72,288.25,63.78,165.46,166.28,215.7,62.27,125.7,24.79,20.675,70.06,219.07,206.59,322.52,135.63,262.21,250,25.75,74.11,84.62,123.79,39.97,81.18,17.04,0.01404,0.00053,0.00168,0.00031,5.89424,5.78087,2.26387,3.63037,2.1505,60.69,196.25,182.63,300.66,126.61,253.12,239.27,5.49,21.46,32.09,61.64,24.49,51.86,12.15,0.00008,0.03126,0.00449,0.15831,0.1441,0.1637,0.08855,0.08045,0.06873,0.28468,0.27279,0.24684,0.17512,0.17281,0.14641,0,0.01341,-0.00006,1440,0.00931,-0.00001,0.04061,0.00136,0.17915,0.00002,0.35275,0.13978,0.00131,0.00015,0.00065,-0.00032
IMPAER,PACK1,1,06/28/2018,42.8619,-71.8786,695,NH,0.00011,0.09269,0.29912,0,0.00037,0.00111,0.09668,0.01737,0,0.04455,-0.02549,0.06195,0.24068,0.09472,0.79445,0.0695,0.08719,0.44136,0.48592,0.01566,0.0001,-0.00005,0.00009,0.56,429.31,573.51,607.02,179.13,295.37,432.84,423.85,150.95,415.32,451.7,115.53,143.86,262.31,54.57,20.76,407.9,528.53,571.6,170.91,288.42,411.26,407.83,120.01,342.41,392.89,104.98,133.46,242.2,50.41,0.00134,0.00013,0.00207,0.0001,2.97787,3.33892,0.90686,2.07101,1.26791,378.58,449.93,498.56,155.74,269.87,381.92,394.37,51.06,170.66,231.16,71.19,101.79,189.81,43.18,0.00013,0.07185,0.0056,0.07474,0.07506,0.07474,0.05672,0.05506,0.03368,0.09882,0.09048,0.09042,0.08603,0.07871,0.07157,0.00063,0.01077,0.00045,1440,0.02819,0.00016,0.0014,0,0.00892,-0.00002,0.21754,0.07155,0.00007,0.00002,0.00064,0.00015
IMPAER,PACK1,1,07/01/2018,42.8619,-71.8786,695,NH,0.03174,0.19306,2.92902,0.0001,0.00243,0.0253,1.03727,0.03732,0,0.36456,0.21753,0.81428,0.71079,0.36881,5.07859,0.71003,0.92322,2.82144,3.186,0.01484,0.00155,0.00019,0.00206,3.23,117.4,338.98,335.64,215.13,227.17,337.49,417.05,42.22,104.35,115.83,121.38,73.14,159.56,55.12,20.97,83.42,285.05,273.85,173.13,194.87,265.74,351.77,14.03,40.71,55.37,70.48,46.53,100.35,38.24,0.03206,0.00197,0.0055,0.00072,15.32297,13.2864,10.95852,4.36445,8.92195,62.41,245.17,230.15,133.22,167.14,212.65,289.89,0,0,0,0,0,1.07,0.56,0.0002,0.14966,0.00546,0.70707,0.77051,0.72171,0.64186,0.67242,0.63484,0.95451,0.94895,0.93768,0.88518,0.88134,0.85413,0,0.06041,0.0003,1440,0.02671,0.00043,0.05425,0.05283,0.33,0.00122,2.1302,0.77385,0.00323,0.0004,0.00411,0.0005
IMPAER,PACK1,1,07/04/2018,42.8619,-71.8786,695,NH,0.02615,0.10285,0.90749,0,0.00094,0.01962,0.49596,0.12293,0,0.24333,0.19283,0.63503,0.67234,0.29917,3.91487,0.37556,0.54362,2.17493,2.41827,0.00646,0.00099,0.0001,0.00113,1.73,68.61,623.96,397.97,360.27,438.78,435.01,435.21,27.82,147.99,147.18,133.93,117.63,114.06,16.78,21.08,56.69,547.49,348.03,327.81,399.63,394.01,405.01,15.34,90.11,103.23,105.42,98.52,93.97,13.73,0.02078,0.00053,0.01413,0.00084,11.22686,10.1536,6.51288,4.71398,5.43961,43.47,470.79,272.12,269.23,343.39,326.49,359.41,0,1.26,3.28,6.99,11.85,12.81,2.37,0.00016,0.07973,0.00849,0.42759,0.4077,0.41426,0.35119,0.35328,0.36593,0.56848,0.56245,0.55888,0.51288,0.48761,0.44736,0.0008,0.04096,0.00015,1440,0.01163,0.0001,0.04592,0.00273,0.25944,0.0011,0.65999,0.27382,0.00273,0.00021,0.00218,-0.00015
IMPAER,PACK1,1,07/07/2018,42.8619,-71.8786,695,NH,0.00741,0.0398,0.21575,0,0.00069,0.00573,0.07151,0.07276,0,0.02553,-0.01368,0.06006,0.35408,0.11212,1.13638,0.11874,0.12337,0.63132,0.65685,0.00809,0.00036,-0.00004,0.00036,0.64,69.73,773.98,825.28,350.51,152.7,927.75,1101.78,50.43,593.09,691.62,240.46,121.67,575.53,182.28,21.105,63.71,735.07,751.62,349.4,146.26,908.86,1065.58,42.25,528.34,611.95,229.77,116.33,538.59,168.01,0.00601,0.00028,0.00334,0.00021,3.18968,3.0626,1.64185,1.54783,1.51477,53.6,630.11,680.29,313.07,138.09,873.15,1025.16,12.13,188.41,291.12,133.52,80.87,392.32,137.29,0.00018,0.03085,0,0.10332,0.11524,0.06341,0.06052,0.0541,0.04504,0.12827,0.12907,0.12119,0.1223,0.11144,0.09543,0.00017,0.00855,-0.00007,1440,0.01456,0.00005,0.01677,0.00406,0.08276,0.00005,0.15691,0.06749,0.00042,0.00001,0.00099,0.00026
IMPAER,PACK1,1,07/10/2018,42.8619,-71.8786,695,NH,0.02601,0.14641,1.09941,0,0.00207,0.03769,0.6301,0.11809,0,0.3894,0.09726,0.51209,0.9168,0.26708,3.87364,0.35879,0.57672,2.15202,2.54142,0.00887,0.00144,0.00021,0.00165,3.68,114.54,335.78,331.12,214.49,224.57,329.42,394.69,47.32,114.54,136.27,136.63,83.58,186.9,61.37,20.8975,81.7,281.05,270.91,172.12,193.02,267.35,335.84,18.75,52,71.44,84.2,56.52,123.57,43.77,0.02956,0.00183,0.00674,0.00034,10.53251,9.80423,6.56722,3.96529,5.83894,63.93,250.82,240.57,146.02,175.89,224.66,287.13,0,0,1.62,5.67,6.45,18.35,9.54,0.00013,0.1135,0.00439,0.37426,0.38461,0.26505,0.31257,0.33774,0.33288,0.63768,0.62516,0.60208,0.54005,0.52949,0.50341,0.00082,0.04626,0.00022,1440,0.01597,0.00046,0.04797,0.01946,0.31412,0.00076,0.79957,0.30987,0.00231,0.00007,0.00538,-0.00001
IMPAER,PACK1,1,07/13/2018,42.8619,-71.8786,695,NH,0.02661,0.15912,0.38044,0,0.00091,0.01359,0.3496,0.04755,0,0.29733,0.06325,0.40598,0.9601,0.30354,3.29884,0.09982,0.27175,1.83269,2.13001,0.01509,0.00127,0.00013,0.00098,3.18,469.69,606.2,610.31,167.82,302.78,399.74,642.45,180.32,498.22,566.53,128.18,165.77,282.94,65.81,20.88,404.12,458.85,467.86,137.01,251.87,333.01,568.46,74.16,238.22,317.88,81.66,113.44,201,48.69,0.02772,0.0013,0.00566,0.00081,10.13767,9.01222,5.57826,4.55941,4.45281,375.22,374.2,379.12,122.26,233.82,291.08,511.15,3.41,15.78,32.72,13.31,29.65,54.28,19.55,0.00011,0.12335,0.00445,0.15911,0.14878,0.15291,0.07571,0.12011,0.12688,0.31207,0.30589,0.28949,0.24438,0.24694,0.22713,0.00081,0.02689,0.00011,1431,0.02716,0.00001,0.05523,0.03436,0.28992,0.00018,0.27668,0.12364,0.00238,0.00013,0.00244,-0.00006
IMPAER,PACK1,1,07/16/2018,42.8619,-71.8786,695,NH,0.02415,0.3269,1.91036,0.00016,0.00212,0.01507,0.89725,0.10996,0,0.56024,0.49052,0.5666,0.77991,0.38653,4.80695,0.44697,0.79812,2.67053,3.23077,0.01826,0.00345,0.0002,0.00123,4.78,87.38,265.47,260.14,365.98,157.38,299.45,287.23,65.24,178.18,176.8,229.33,68.49,133.08,26,20.99,58.88,184.91,185.94,267.92,120.72,235.16,233.21,20.94,66.37,76.96,114.58,38.25,76.59,16.02,0.02837,0.00184,0.00212,0.0002,-999,-999,10.14489,-999,7.87529,47.15,149.19,154.26,228.9,100.98,197.02,203.32,0,0.08,0.72,3.33,1.88,4.97,1.67,0.00011,0.25341,0.00706,0.5621,0.53919,0.53444,0.51696,0.50932,0.48866,0.87349,0.85928,0.83786,0.75563,0.75207,0.71494,0.00216,0.04575,0.00033,1440,0.03287,0.00042,0.0352,0.04121,0.23797,0.00026,1.38935,0.57063,0.00205,0.00023,0.00524,-0.00014
IMPAER,PACK1,1,07/19/2018,42.8619,-71.8786,695,NH,0.01329,0.07811,0.21891,0,0.00094,0.01453,0.19648,0.0551,0,0.10805,0.00264,0.17346,0.37304,0.15259,1.52147,0.14353,0.17553,0.84526,0.95331,0.0022,0.00051,-0.00007,0.00037,1.03,87.62,145.01,145.55,236.76,206.02,194.97,249.88,53.05,220.83,195.04,232.56,209.3,188.06,38.4,20.8775,80.46,130.21,131.69,229.48,196.59,180.89,238.68,37.78,169.6,159.33,202.54,186.18,164.28,33.09,0.01223,0.00011,0.00151,0.00025,5.10875,4.9246,2.27547,2.83328,2.09132,75.02,110.59,115.88,212.09,181.61,169.19,230.39,6.83,40.91,53.88,91.44,108.28,98.17,23.77,0.00003,0.06055,0.00223,0.09302,0.1346,0.10942,0.11761,0.08254,0.06515,0.20974,0.20672,0.18993,0.16064,0.15025,0.12403,0.00057,0.01495,-0.00019,1440,0.00396,-0.00005,0.03031,0.00875,0.16082,0.0002,0.15921,0.06828,0.00146,0.00003,0.00083,0.00063
IMPAER,PACK1,1,07/22/2018,42.8619,-71.8786,695,NH,0.0014,0.0368,0.06277,0.0001,0.00025,-0.00032,0.04564,0.03781,0,0.0161,-0.03127,0.0303,0.08637,0.03726,0.34202,0.06735,0.07296,0.19001,0.20611,0.00319,0.00004,-0.00012,0.00003,0.32,167.88,856.71,343.12,566.56,535.17,514.36,774.93,100.21,163.23,180.26,332.93,232.65,213.98,71.86,20.86,158.09,833.12,330.81,560.71,515.87,497.43,759.99,88.92,147.91,167.87,316.13,222.44,204.17,66.94,0.00021,0.00036,-0.00062,0.00017,0.90057,1.05958,0.31161,0.58896,0.47062,145.02,813.9,314.48,542.29,501.39,491.17,751.64,59.37,106.99,133.57,269.79,200.21,186.79,64.05,0.00002,0.02853,0.02662,0.06561,0.03947,0.052,0.03653,0.02933,0.01448,0.07351,0.07211,0.07299,0.07225,0.07152,0.03926,0.00017,0.00202,-0.00014,1440,0.00574,0.00023,0.00168,0.00321,0.00719,0.00002,0.04565,0.01603,-0.00003,0.00004,0.0001,0.00036
